Id,tipo,bairro,tipo_vendedor,quartos,suites,vagas,area_util,area_extra,diferenciais,churrasqueira,estacionamento,piscina,playground,quadra,s_festas,s_jogos,s_ginastica,sauna,vista_mar,preco
4115,Apartamento,Casa Forte,Imobiliaria,4,2,2,180,0,nenhum,0,0,0,0,0,0,0,0,0,0,1100000
4116,Apartamento,Madalena,Imobiliaria,2,1,1,67,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,470000
4117,Apartamento,Pina,Imobiliaria,3,1,0,67,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,399000
4118,Apartamento,Boa Viagem,Imobiliaria,3,1,1,90,0,frente para o mar,0,0,0,0,0,0,0,0,0,1,360000
4119,Apartamento,Madalena,Imobiliaria,3,1,2,90,30,campo de futebol e playground,0,0,0,1,1,0,0,0,0,0,600000
4120,Apartamento,Casa Amarela,Imobiliaria,1,1,0,35,0,piscina,0,0,1,0,0,0,0,0,0,0,295475
4121,Apartamento,Boa Viagem,Imobiliaria,4,2,3,270,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,2200000
4122,Apartamento,Boa Viagem,Imobiliaria,6,6,2,650,0,nenhum,0,0,0,0,0,0,0,0,0,0,3200000
4123,Apartamento,Boa Viagem,Imobiliaria,3,2,1,71,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,330000
4124,Apartamento,Madalena,Imobiliaria,3,1,1,67,0,nenhum,0,0,0,0,0,0,0,0,0,0,574000
4125,Apartamento,Boa Viagem,Imobiliaria,3,1,1,99,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,776000
4126,Apartamento,Gracas,Imobiliaria,4,1,2,209,117,campo de futebol e estacionamento visitantes,0,1,0,0,1,0,0,0,0,0,720000
4127,Apartamento,Gracas,Imobiliaria,4,2,3,200,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1400000
4128,Apartamento,Boa Vista,Imobiliaria,3,0,0,69,0,nenhum,0,0,0,0,0,0,0,0,0,0,350000
4129,Apartamento,Boa Viagem,Imobiliaria,3,1,1,110,20,nenhum,0,0,0,0,0,0,0,0,0,0,350000
4130,Apartamento,Boa Viagem,Imobiliaria,4,4,4,360,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,2800000
4131,Apartamento,Jaqueira,Imobiliaria,3,1,2,113,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,590000
4132,Apartamento,Casa Amarela,Imobiliaria,3,1,2,97,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,560000
4133,Apartamento,Casa Amarela,Imobiliaria,3,1,2,85,0,piscina e estacionamento visitantes,0,1,1,0,0,0,0,0,0,0,525000
4134,Apartamento,Setubal,Imobiliaria,3,1,1,63,0,nenhum,0,0,0,0,0,0,0,0,0,0,380000
4135,Apartamento,Apipucos,Imobiliaria,4,4,3,204,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1300000
4136,Apartamento,Boa Viagem,Imobiliaria,3,1,1,89,0,copa e playground,0,0,0,1,0,0,0,0,0,0,620000
4137,Apartamento,Boa Viagem,Imobiliaria,4,2,2,317,0,churrasqueira e copa,1,0,0,0,0,0,0,0,0,0,900000
4138,Apartamento,Gracas,Imobiliaria,2,0,1,82,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,340000
4139,Casa,Boa Viagem,Imobiliaria,4,2,2,188,0,piscina,0,0,1,0,0,0,0,0,0,0,2350000
4140,Apartamento,Jaqueira,Imobiliaria,4,2,2,143,0,piscina,0,0,1,0,0,0,0,0,0,0,1000000
4141,Apartamento,Aflitos,Imobiliaria,3,1,1,67,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,440000
4142,Apartamento,Afogados,Imobiliaria,3,0,2,90,0,nenhum,0,0,0,0,0,0,0,0,0,0,270000
4143,Apartamento,Jaqueira,Imobiliaria,4,1,2,186,0,frente para o mar e salao de festas,0,0,0,0,0,1,0,0,0,1,810000
4144,Apartamento,Boa Viagem,Imobiliaria,4,3,2,135,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,750000
4145,Casa,Piedade,Imobiliaria,7,2,12,1580,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,4500000
4146,Apartamento,Jaqueira,Imobiliaria,2,0,1,69,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,400000
4147,Apartamento,Pina,Pessoa Fisica,3,1,1,72,23,piscina e copa,0,0,1,0,0,0,0,0,0,0,485000
4148,Apartamento,Boa Viagem,Imobiliaria,5,1,2,190,83,frente para o mar,0,0,0,0,0,0,0,0,0,1,950000
4149,Apartamento,Casa Amarela,Imobiliaria,3,2,2,127,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,800000
4150,Apartamento,Boa Viagem,Imobiliaria,2,1,1,47,10,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,270000
4151,Apartamento,Encruzilhada,Imobiliaria,3,1,1,62,28,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,306000
4152,Apartamento,Casa Forte,Imobiliaria,4,4,0,192,0,salao de festas,0,0,0,0,0,1,0,0,0,0,1350000
4153,Apartamento,Boa Viagem,Imobiliaria,4,4,2,149,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1100000
4154,Apartamento,Boa Viagem,Imobiliaria,3,1,2,109,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,700000
4155,Apartamento,Boa Viagem,Imobiliaria,4,4,3,183,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,1500000
4156,Apartamento,Pina,Imobiliaria,3,2,1,70,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,370000
4157,Apartamento,Pina,Imobiliaria,3,1,1,68,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,399000
4158,Apartamento,Madalena,Imobiliaria,3,1,2,79,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,497000
4159,Apartamento,Apipucos,Imobiliaria,4,4,3,204,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1500000
4160,Apartamento,Aflitos,Imobiliaria,3,1,2,111,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,545000
4161,Apartamento,Boa Viagem,Pessoa Fisica,4,2,2,190,75,frente para o mar e salao de festas,0,0,0,0,0,1,0,0,0,1,1350000
4162,Apartamento,Boa Viagem,Imobiliaria,4,3,3,124,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,699000
4163,Apartamento,Espinheiro,Imobiliaria,3,1,1,110,0,nenhum,0,0,0,0,0,0,0,0,0,0,450000
4164,Apartamento,Boa Viagem,Imobiliaria,3,1,1,70,15,nenhum,0,0,0,0,0,0,0,0,0,0,430000
4165,Apartamento,Boa Viagem,Imobiliaria,4,2,2,130,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,900000
4166,Apartamento,Casa Amarela,Imobiliaria,3,1,1,105,0,salao de festas,0,0,0,0,0,1,0,0,0,0,480000
4167,Casa,Boa Viagem,Imobiliaria,4,4,6,430,0,nenhum,0,0,0,0,0,0,0,0,0,0,1450000
4168,Apartamento,Setubal,Imobiliaria,3,3,2,142,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,870000
4169,Apartamento,Gracas,Imobiliaria,2,1,1,74,42,frente para o mar,0,0,0,0,0,0,0,0,0,1,340000
4170,Apartamento,Casa Amarela,Imobiliaria,2,1,1,50,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,360000
4171,Apartamento,Apipucos,Imobiliaria,4,4,2,158,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,750000
4172,Apartamento,Espinheiro,Imobiliaria,2,1,1,61,0,nenhum,0,0,0,0,0,0,0,0,0,0,340000
4173,Apartamento,Iputinga,Imobiliaria,3,1,1,90,0,salao de festas,0,0,0,0,0,1,0,0,0,0,250000
4174,Apartamento,Encruzilhada,Imobiliaria,2,1,1,51,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,287000
4175,Apartamento,Boa Viagem,Imobiliaria,1,0,1,28,0,piscina,0,0,1,0,0,0,0,0,0,0,235000
4176,Apartamento,Boa Vista,Imobiliaria,4,4,3,173,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1100000
4177,Apartamento,Boa Viagem,Imobiliaria,4,2,3,192,0,nenhum,0,0,0,0,0,0,0,0,0,0,2000000
4178,Apartamento,Boa Viagem,Imobiliaria,4,4,3,160,0,nenhum,0,0,0,0,0,0,0,0,0,0,1650000
4179,Apartamento,Madalena,Imobiliaria,3,1,2,60,0,sauna e playground,0,0,0,1,0,0,0,0,1,0,457713
4180,Apartamento,Boa Viagem,Imobiliaria,4,1,2,261,0,nenhum,0,0,0,0,0,0,0,0,0,0,1200000
4181,Apartamento,Boa Viagem,Imobiliaria,4,3,3,125,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,790000
4182,Apartamento,Iputinga,Imobiliaria,2,1,1,55,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,259000
4183,Apartamento,Encruzilhada,Imobiliaria,3,1,2,77,0,churrasqueira e campo de futebol,1,0,0,0,1,0,0,0,0,0,420000
4184,Apartamento,Madalena,Imobiliaria,3,1,1,61,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,350000
4185,Apartamento,Madalena,Imobiliaria,3,1,2,86,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,590000
4186,Apartamento,Madalena,Imobiliaria,3,0,1,70,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,300000
4187,Apartamento,Rosarinho,Imobiliaria,3,1,2,102,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,710000
4188,Apartamento,Madalena,Imobiliaria,2,1,1,63,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,345000
4189,Apartamento,Espinheiro,Imobiliaria,3,1,1,115,11,salao de festas e vestiario,0,0,0,0,0,1,0,0,0,0,390000
4190,Apartamento,Jaqueira,Imobiliaria,4,4,4,300,0,nenhum,0,0,0,0,0,0,0,0,0,0,2300000
4191,Apartamento,Boa Viagem,Imobiliaria,3,1,1,90,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,550000
4192,Apartamento,Parnamirim,Imobiliaria,3,1,2,127,0,salao de festas,0,0,0,0,0,1,0,0,0,0,590000
4193,Apartamento,Iputinga,Imobiliaria,2,1,1,55,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,259000
4194,Apartamento,Boa Viagem,Imobiliaria,3,1,2,85,0,nenhum,0,0,0,0,0,0,0,0,0,0,480000
4195,Apartamento,Boa Viagem,Imobiliaria,3,2,2,94,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1000000
4196,Apartamento,Espinheiro,Imobiliaria,2,1,1,99,0,playground e quadra poliesportiva,0,0,0,1,1,0,0,0,0,0,340000
4197,Apartamento,Boa Viagem,Imobiliaria,3,1,1,62,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,552000
4198,Apartamento,Boa Viagem,Imobiliaria,2,1,1,68,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,400000
4199,Apartamento,Boa Viagem,Imobiliaria,3,1,2,135,0,nenhum,0,0,0,0,0,0,0,0,0,0,620000
4200,Apartamento,Parnamirim,Imobiliaria,3,1,2,100,0,playground,0,0,0,1,0,0,0,0,0,0,460000
4201,Apartamento,Boa Vista,Imobiliaria,1,1,1,38,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,255000
4202,Apartamento,Boa Viagem,Imobiliaria,3,3,2,163,0,salao de festas e vestiario,0,0,0,0,0,1,0,0,0,0,800000
4203,Apartamento,Sto Amaro,Imobiliaria,3,3,2,127,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,735000
4204,Apartamento,Boa Viagem,Imobiliaria,4,3,3,163,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1200000
4205,Apartamento,Boa Viagem,Imobiliaria,2,1,1,47,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,310000
4206,Apartamento,Soledade,Imobiliaria,1,0,1,39,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,261654
4207,Apartamento,Iputinga,Imobiliaria,2,1,0,51,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,242940
4208,Apartamento,Encruzilhada,Imobiliaria,2,1,1,69,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,310000
4209,Apartamento,Pina,Imobiliaria,4,2,2,126,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,950000
4210,Apartamento,Parnamirim,Imobiliaria,3,1,2,107,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,690000
4211,Apartamento,Torre,Imobiliaria,3,1,1,75,0,playground e sala de ginastica,0,0,0,1,0,0,0,1,0,0,440000
4212,Apartamento,Gracas,Imobiliaria,1,1,1,36,0,churrasqueira e salao de festas,1,0,0,0,0,1,0,0,0,0,272000
4213,Apartamento,Espinheiro,Imobiliaria,4,2,2,178,0,salao de festas e salao de jogos,0,0,0,0,0,1,1,0,0,0,690000
4214,Apartamento,San Martin,Imobiliaria,3,0,1,70,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,220000
4215,Apartamento,Casa Amarela,Imobiliaria,3,1,1,63,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,455000
4216,Apartamento,Boa Viagem,Imobiliaria,3,2,3,177,0,copa,0,0,0,0,0,0,0,0,0,0,1800000
4217,Apartamento,Parnamirim,Imobiliaria,2,1,1,56,30,piscina e sauna,0,0,1,0,0,0,0,0,1,0,420000
4218,Apartamento,Boa Viagem,Imobiliaria,3,3,2,129,0,frente para o mar,0,0,0,0,0,0,0,0,0,1,1500000
4219,Apartamento,Espinheiro,Imobiliaria,4,2,2,180,0,copa e salao de festas,0,0,0,0,0,1,0,0,0,0,680000
4220,Apartamento,Sto Amaro,Imobiliaria,2,1,2,577,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,371274
4221,Apartamento,Boa Viagem,Imobiliaria,4,4,4,430,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,7100000
4222,Apartamento,Boa Viagem,Imobiliaria,3,1,2,117,20,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,540000
4223,Apartamento,Apipucos,Imobiliaria,4,4,3,204,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1300000
4224,Apartamento,Varzea,Imobiliaria,2,0,1,50,0,churrasqueira e playground,1,0,0,1,0,0,0,0,0,0,190000
4225,Apartamento,Gracas,Imobiliaria,3,1,2,170,0,esquina,0,0,0,0,0,0,0,0,0,0,415000
4226,Apartamento,Imbiribeira,Imobiliaria,3,1,2,109,0,churrasqueira e sauna,1,0,0,0,0,0,0,0,1,0,690000
4227,Apartamento,Boa Viagem,Imobiliaria,2,1,2,56,0,sauna e salao de festas,0,0,0,0,0,1,0,0,1,0,465000
4228,Apartamento,Madalena,Imobiliaria,3,0,1,70,0,nenhum,0,0,0,0,0,0,0,0,0,0,200000
4229,Apartamento,Boa Viagem,Imobiliaria,1,0,1,40,0,nenhum,0,0,0,0,0,0,0,0,0,0,530000
4230,Apartamento,Boa Viagem,Imobiliaria,3,3,2,119,0,playground e quadra poliesportiva,0,0,0,1,1,0,0,0,0,0,880000
4231,Casa,Boa Viagem,Imobiliaria,4,1,0,200,0,copa,0,0,0,0,0,0,0,0,0,0,650000
4232,Apartamento,Encruzilhada,Imobiliaria,3,1,1,59,0,campo de futebol e playground,0,0,0,1,1,0,0,0,0,0,370000
4233,Apartamento,Imbiribeira,Imobiliaria,3,1,1,67,0,nenhum,0,0,0,0,0,0,0,0,0,0,364350
4234,Apartamento,Boa Viagem,Imobiliaria,4,4,3,204,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,2550000
4235,Apartamento,Prado,Imobiliaria,3,1,1,60,0,nenhum,0,0,0,0,0,0,0,0,0,0,385200
4236,Apartamento,Poco da Panela,Imobiliaria,3,1,2,88,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,650000
4237,Apartamento,Tamarineira,Imobiliaria,4,4,3,188,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,1750000
4238,Apartamento,Boa Viagem,Imobiliaria,3,2,2,115,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,645000
4239,Apartamento,Encruzilhada,Imobiliaria,3,0,1,112,0,nenhum,0,0,0,0,0,0,0,0,0,0,300000
4240,Apartamento,Prado,Imobiliaria,3,1,1,60,10,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,310000
4241,Apartamento,Madalena,Imobiliaria,3,1,1,80,0,piscina,0,0,1,0,0,0,0,0,0,0,375000
4242,Casa,Poco da Panela,Imobiliaria,4,4,3,530,170,piscina,0,0,1,0,0,0,0,0,0,0,1990000
4243,Apartamento,Torre,Imobiliaria,2,1,1,69,0,nenhum,0,0,0,0,0,0,0,0,0,0,320000
4244,Apartamento,Boa Viagem,Imobiliaria,3,1,2,93,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,350000
4245,Apartamento,Espinheiro,Imobiliaria,3,1,2,97,0,nenhum,0,0,0,0,0,0,0,0,0,0,470000
4246,Apartamento,Casa Amarela,Imobiliaria,2,1,1,53,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,409000
4247,Apartamento,Boa Viagem,Imobiliaria,3,2,2,110,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,640000
4248,Apartamento,Boa Viagem,Imobiliaria,3,1,1,72,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,370000
4249,Apartamento,Boa Viagem,Imobiliaria,3,3,2,163,0,frente para o mar e salao de festas,0,0,0,0,0,1,0,0,0,1,700000
4250,Apartamento,Casa Forte,Imobiliaria,5,4,5,450,0,churrasqueira e playground,1,0,0,1,0,0,0,0,0,0,3500000
4251,Apartamento,Casa Amarela,Imobiliaria,4,2,2,208,0,salao de festas,0,0,0,0,0,1,0,0,0,0,890000
4252,Apartamento,Boa Viagem,Imobiliaria,3,1,2,104,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,700000
4253,Apartamento,Boa Viagem,Imobiliaria,3,3,3,192,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1850000
4254,Apartamento,Casa Amarela,Imobiliaria,3,1,1,61,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,386000
4255,Apartamento,Boa Viagem,Imobiliaria,3,1,1,132,52,playground,0,0,0,1,0,0,0,0,0,0,700000
4256,Apartamento,Boa Viagem,Imobiliaria,3,1,2,88,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,720000
4257,Apartamento,Torre,Imobiliaria,2,1,2,72,35,salao de festas,0,0,0,0,0,1,0,0,0,0,330000
4258,Apartamento,Boa Viagem,Imobiliaria,2,1,2,54,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,390000
4259,Apartamento,Boa Viagem,Imobiliaria,3,1,1,120,0,esquina,0,0,0,0,0,0,0,0,0,0,455000
4260,Apartamento,Rosarinho,Imobiliaria,2,1,1,59,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,360000
4261,Apartamento,Boa Viagem,Pessoa Fisica,2,1,1,80,0,nenhum,0,0,0,0,0,0,0,0,0,0,250000
4262,Apartamento,Espinheiro,Imobiliaria,3,1,1,110,0,nenhum,0,0,0,0,0,0,0,0,0,0,320000
4263,Apartamento,Jd S Paulo,Imobiliaria,2,0,0,64,0,nenhum,0,0,0,0,0,0,0,0,0,0,200000
4264,Apartamento,Boa Viagem,Imobiliaria,3,1,1,128,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,390000
4265,Apartamento,Boa Viagem,Imobiliaria,4,2,2,150,0,piscina e frente para o mar,0,0,1,0,0,0,0,0,0,1,1450000
4266,Apartamento,Boa Viagem,Imobiliaria,4,3,2,130,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,770000
4267,Apartamento,Madalena,Imobiliaria,3,1,1,135,0,sauna e copa,0,0,0,0,0,0,0,0,1,0,530000
4268,Apartamento,Boa Viagem,Imobiliaria,4,4,3,181,0,piscina e copa,0,0,1,0,0,0,0,0,0,0,2100000
4269,Apartamento,Casa Amarela,Imobiliaria,4,2,3,308,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,1000000
4270,Apartamento,Rosarinho,Imobiliaria,3,1,1,71,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,515000
4271,Apartamento,Boa Viagem,Imobiliaria,3,1,1,98,21,frente para o mar e copa,0,0,0,0,0,0,0,0,0,1,370000
4272,Apartamento,Casa Amarela,Imobiliaria,3,1,1,109,0,nenhum,0,0,0,0,0,0,0,0,0,0,590000
4273,Apartamento,Boa Viagem,Imobiliaria,4,2,2,172,0,piscina e frente para o mar,0,0,1,0,0,0,0,0,0,1,2100000
4274,Apartamento,Gracas,Imobiliaria,3,2,2,163,0,churrasqueira e salao de festas,1,0,0,0,0,1,0,0,0,0,700000
4275,Apartamento,Encruzilhada,Imobiliaria,3,1,1,69,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,420000
4276,Apartamento,Torre,Imobiliaria,3,1,1,100,0,nenhum,0,0,0,0,0,0,0,0,0,0,370000
4277,Apartamento,Rosarinho,Imobiliaria,3,1,2,89,0,piscina e copa,0,0,1,0,0,0,0,0,0,0,573032
4278,Apartamento,Boa Viagem,Imobiliaria,2,1,1,50,20,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,370000
4279,Apartamento,Espinheiro,Imobiliaria,3,1,2,76,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,400000
4280,Apartamento,Boa Viagem,Imobiliaria,2,1,0,1019,0,sauna e sala de ginastica,0,0,0,0,0,0,0,1,1,0,900000
4281,Apartamento,Pina,Imobiliaria,3,1,1,72,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,450000
4282,Apartamento,Espinheiro,Imobiliaria,4,2,2,113,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,700000
4283,Apartamento,Boa Viagem,Imobiliaria,3,1,1,90,10,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,370000
4284,Loft,Boa Viagem,Imobiliaria,2,1,1,62,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,430000
4285,Apartamento,Boa Viagem,Imobiliaria,4,2,2,265,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,2000000
4286,Apartamento,Gracas,Imobiliaria,3,1,2,111,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,545000
4287,Apartamento,Iputinga,Imobiliaria,3,1,1,71,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,285000
4288,Apartamento,Boa Viagem,Pessoa Fisica,4,3,2,175,49,piscina e sauna,0,0,1,0,0,0,0,0,1,0,985000
4289,Apartamento,Torre,Imobiliaria,2,1,1,50,30,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,280000
4290,Apartamento,Setubal,Imobiliaria,1,1,1,28,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,270000
4291,Apartamento,Pina,Imobiliaria,4,4,3,237,0,sauna e frente para o mar,0,0,0,0,0,0,0,0,1,1,2800000
4292,Apartamento,Engenho do Meio,Imobiliaria,3,1,1,58,0,nenhum,0,0,0,0,0,0,0,0,0,0,180000
4293,Apartamento,Boa Viagem,Imobiliaria,4,1,2,234,46,nenhum,0,0,0,0,0,0,0,0,0,0,1750000
4294,Apartamento,Boa Viagem,Imobiliaria,1,1,2,140,0,playground,0,0,0,1,0,0,0,0,0,0,500000
4295,Apartamento,Soledade,Imobiliaria,2,1,1,42,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,300000
4296,Apartamento,Sto Amaro,Imobiliaria,4,4,3,207,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1550000
4297,Apartamento,Gracas,Imobiliaria,3,1,1,95,0,salao de festas,0,0,0,0,0,1,0,0,0,0,410000
4298,Apartamento,Boa Viagem,Imobiliaria,4,3,3,151,0,nenhum,0,0,0,0,0,0,0,0,0,0,1400000
4299,Apartamento,Encruzilhada,Imobiliaria,4,1,2,98,0,nenhum,0,0,0,0,0,0,0,0,0,0,640000
4300,Casa,Madalena,Imobiliaria,3,3,6,240,120,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1050000
4301,Apartamento,Boa Viagem,Imobiliaria,2,0,1,69,0,nenhum,0,0,0,0,0,0,0,0,0,0,250000
4302,Apartamento,Madalena,Imobiliaria,4,4,3,200,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1180000
4303,Apartamento,Pina,Imobiliaria,3,1,2,101,0,piscina e hidromassagem,0,0,1,0,0,0,0,0,0,0,790000
4304,Apartamento,Boa Vista,Imobiliaria,4,2,2,157,90,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,699000
4305,Apartamento,Boa Viagem,Imobiliaria,2,0,1,83,0,nenhum,0,0,0,0,0,0,0,0,0,0,300000
4306,Apartamento,Boa Vista,Imobiliaria,2,1,0,52,0,nenhum,0,0,0,0,0,0,0,0,0,0,400000
4307,Apartamento,Casa Forte,Imobiliaria,1,0,1,41,0,nenhum,0,0,0,0,0,0,0,0,0,0,284999
4308,Apartamento,Boa Viagem,Pessoa Fisica,3,1,1,172,10,nenhum,0,0,0,0,0,0,0,0,0,0,450000
4309,Apartamento,Encruzilhada,Imobiliaria,3,2,2,81,0,salao de festas e salao de jogos,0,0,0,0,0,1,1,0,0,0,591801
4310,Apartamento,Torre,Imobiliaria,3,1,1,75,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,380000
4311,Apartamento,Boa Viagem,Imobiliaria,2,1,1,54,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,460000
4312,Apartamento,Boa Viagem,Imobiliaria,3,1,2,92,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,607000
4313,Apartamento,Boa Viagem,Imobiliaria,3,1,2,153,0,salao de festas,0,0,0,0,0,1,0,0,0,0,650000
4314,Apartamento,Rosarinho,Imobiliaria,2,1,1,56,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,433000
4315,Apartamento,Rosarinho,Imobiliaria,3,1,2,102,0,sauna e playground,0,0,0,1,0,0,0,0,1,0,640000
4316,Apartamento,Barro,Imobiliaria,1,1,1,64,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,3327000
4317,Apartamento,Torre,Imobiliaria,3,1,2,86,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,560000
4318,Apartamento,Benfica,Imobiliaria,3,1,1,95,0,nenhum,0,0,0,0,0,0,0,0,0,0,300000
4319,Apartamento,Boa Viagem,Imobiliaria,3,1,2,94,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,590000
4320,Apartamento,Boa Viagem,Imobiliaria,3,1,2,83,0,nenhum,0,0,0,0,0,0,0,0,0,0,340000
4321,Apartamento,Setubal,Imobiliaria,1,1,1,28,16,nenhum,0,0,0,0,0,0,0,0,0,0,270000
4322,Apartamento,Boa Viagem,Imobiliaria,3,1,1,75,0,nenhum,0,0,0,0,0,0,0,0,0,0,285000
4323,Apartamento,Boa Viagem,Imobiliaria,2,1,1,70,0,nenhum,0,0,0,0,0,0,0,0,0,0,290000
4324,Apartamento,Madalena,Pessoa Fisica,3,1,2,92,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,570000
4325,Apartamento,Boa Viagem,Imobiliaria,3,1,0,80,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,600000
4326,Apartamento,Aflitos,Imobiliaria,1,1,1,52,0,piscina,0,0,1,0,0,0,0,0,0,0,255500
